#MapSize
10,10

#WallData
0,0,12,0,0,0,4,0,0,0
0,0,4,0,0,0,4,0,0,0
0,0,4,0,0,0,12,0,0,0
9,5,9,1,0,3,9,0,0,0
0,0,3,0,2,7,0,8,2,10
0,0,11,0,1,5,0,12,0,0
0,0,3,0,4,0,7,0,0,0
0,0,3,0,12,0,11,0,0,0
0,0,3,0,6,1,5,1,9,0
0,0,3,0,0,0,0,0,0,4

#ObjectData
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0

#FireData
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
